,date,link,inner_html,word_count,petrol,hsd,headline,openai_headline_very_positive,openai_headline_positive,openai_headline_neutral,openai_headline_negative,openai_headline_very_negative,openai_text_very_positive,openai_text_positive,openai_text_neutral,openai_text_negative,openai_text_very_negative,gemini_headline_very_positive,gemini_headline_positive,gemini_headline_neutral,gemini_headline_negative,gemini_headline_very_negative,gemini_text_very_positive,gemini_text_positive,gemini_text_neutral,gemini_text_negative,gemini_text_very_negative,gemini_headline_overall_sentiment,gemini_text_overall_sentiment,openai_headline_overall_sentiment,openai_text_overall_sentiment
46,2023-01-16,['https://tribune.com.pk/epaper/news/Karachi/2023-01-16/NjFiYTQ4ZGJhYjdjZjBkNGE0YzYzOTVjYmRkYWRkNTMuanBlZw'],"It was expected the prices would go up by Rs8.98 per litre

Finance Minister Ishaq Dar has said that the petroleum prices will be ""maintained as they are"" and will remain unchanged for the remaining 15 days of January.

""Petroleum prices will remain as they are at Rs214.80 per litre. Diesel is being sold for Rs227.80 per litre and will remain as it is. Kerosene oil is currently priced at Rs171.83 per litre and that will also remain unchanged. Further, light diesel oil (LDO) is presently priced at Rs179 per litre, and that too shall remain unchanged for the next 15 days,"" the finance minister said while addressing media persons on Sunday.

The government was to announce the new fuel prices to be implemented from January 16 to January 31, however, the finance minister said that no changes would be introduced ""in accordance with the advice of Nawaz Sharif"".

Previously, it was expected that the price of petrol would go up by Rs8.98 per litre while the price of HSD may rise by Rs1.06 per litre in the fortnightly revision of petroleum products' prices.

However, sources in the Petroleum Division had said that the government could keep prices unchanged at current levels for January 16 to 31 by adjusting the rate of petroleum levy.

At present, the government is charging consumers Rs 50 per litre petroleum levy on petrol and Rs32.50 per litre on HSD. However, no general sales tax is collected on the sale of petroleum products which include pettol, HSD, high octane blending component, kerosene oil and light diesel oil.

Apart from the petroleum levy, the inland freight equalisation margin had been fixed at Rs3.51 per litre on the sale of petrol and at Rs 0.81 per litre on the sale of HSD. Further, the oil marketing companies' margins of Rs 5 per litre are collected on the sale of petrol and HSD while the commission of dealers has been set at Rs7 per litre for the two petroleum products.",332.0,214.8,227.8,Govt keeps petrol rate unchanged,0.0,0.1,0.7,0.15,0.05,0.0,0.05,0.85,0.05,0.05,0.005,0.02,0.95,0.02,0.005,0.05,0.55,0.35,0.05,0.0,1.734723475976807e-18,0.6,-0.15,-0.10000000000000002
47,2023-01-01,['https://tribune.com.pk/epaper/news/Karachi/2023-01-01/ZTY5NDFlYzFkMDQ5MTlhODIwZDYzZjdlYWJiMzNjZWQuanBlZw'],"Dar says PM refused to budge on OGRA's proposal  The government on Saturday announced that oil prices would remain unchanged effective from January 1, 2023.

It decided to leave the prices of petrol and high speed diesel (HSD) unchanged at the current levels for the first half of January 2023.

Finance Minister Ishaq Dar expressed gratitude to the prime minister for taking the decision.

The current price of HSD is Rs227.80 per litre and petrol Rs214.80 per litre.

The current price of kerosene oil is Rs171.83 per litre and light diesel oil (LDO) Rs169 per litre.

The HSD is widely used in agriculture and transport sectors.

The kerosene oil is used for cooking purpose mainly in areas where LPG is not available for cooking. Pakistan Army is its main user in the northern parts of the country.

These prices will also remain the same up to January 15, 2023.

The minister in his televised addressed to the nation on the state-run electronic media highlighted that the oil prices were on the rise in the international markets, informing about the calculations made by the Oil and Gas Regulatory Authority (Ogra) in this regard.

The minister said that the Ogra had calculated an increase of Rs8.76 per litre in the price of kerosene oil to Rs180.59 per litre from the existing rate of Rs171.83.

Similarly, for the LDO, Ogra suggested an increase of Rs7.96 to Rs176.73 per litre.

""The prime minister has taken this decision to maintain the oil prices in the wake of extreme cold as people use kerosene oil as fuel for heating and cooking,"" Dar added.

The minister said that the price differential will be adjusted in the petroleum levy (PL) by the government, suggesting that revenue collections at oil products would be less in the first fortnight of January 2023.

On the other hand, the oil products have witnessed a declining trend in the country and it will be witnessed in the month of January too, industry sources said.

""Diesel sale in December 2022 Was 510,000 tonnes, whereas the same was around 610,000 tonnes in December 2021. Similarly, petrol consumption too declined by around 100,000 tonnes to around 630,000 tonnes in December 2022,"" a senior official of the petroleum industry said, adding that this decline had two main reasons - reduction in consumption due to high rates, and increased smuggling from Iran - that too because of price differential.

Currently, the PL at one litre of petrol has reached its upper cap of Rs50, while it was Rs35 for each litre of HSD sold, leaving space for the government to increase the levy and keep the prices unchanged.

Apart from the international oil rates, the serious impact faced by the oil marketing companies (OMC) in Pakistan was the fluctuating exchange rate.

The largest oil importer in the country is the state-owned Pakistan State Oil, and it was facing huge rupee-dollar exchange loss on the imports of petroleum products, and as the petroleum prices were kept unchanged, the OMCs could not recover the amount from the customers, thus creating a huge backlog to be paid by the government.",519.0,214.8,227.8,Govt keeps POL rates unchanged,0.0,0.1,0.7,0.15,0.05,0.05,0.15,0.5,0.2,0.1,0.0,0.12,0.85,0.03,0.0,0.2,0.35,0.2,0.2,0.05,0.09,0.44999999999999996,-0.15,-0.15
48,2022-12-16,"['https://tribune.com.pk/epaper/news/Karachi/2022-12-16/Y2E1NWE2ZWQwMTRlNjAyN2UxN2FlOTU5NjA1NmIyMjQucG5n', 'https://tribune.com.pk/epaper/news/Karachi/2022-12-16/MDg0NGQ5NjFkMTEyMmEwYWRjMGNmOWVjZjczMGJjNWUucG5n']","Reduces HSD rate by Rs 7.50 per litre  The federal government on Thursday slashed the prices of petroleum products by up to Rs 10 per litre effective from December 16, 2022.

Finance Minister Ishaq Dar in a tweet said that the government had reduced the price of high speed diesel by Rs7.50 per litre. The government slashed the price of petrol by Rs10 per litre, kerosene oil by Rs10 per litre and light diesel oil (LDO) by Rs 10 per litre. Following reduction in the prices of petroleum products, the high speed diesel will be sold at Rs227.80 per litre. Petrol will be available at Rs214.80 per litre following reduction in the price. The kerosene oil will be sold at Rs171.83 per litre.

The price of light diesel oil has been reduced to Rs169 per litre.

The finance minister, during a news conference, said that the price of high- speed diesel (HSD) had been slashed by Rs7.5, petrol Rs 20, kerosene oil Rs 10 and LDO by Rs10. He said that the new price of HSD would be Rs227.80 per litre, petrol Rs214.80 per litre, kerosene oil Rs171.83 per litre and LDO Rs169 per litre.

Dar said that the new price would be implemented from midnight. According to the calculation, the price of HSD was to be reduced by Rs12.37 per litre for the second half of December 2022.

The government committed to the International Monetary Fund (IMF) that it would impose general sales tax (GST) on petroleum products once they reached the maximum limit for petroleum levy which was Rs 50 per litre on each petroleum product.

The government is charging a petroleum levy of Rs 50 per litre on petrol, Rs2s per litre on HSD, Rs7.01 per litre on kerosene oil and Rsis.39 per litre on LDO.

The government, however, promised the international lender that it would increase the petroleum levy on HSD to Rs 50 by April 2023.

The government had reduced the price of HSD by Rs7.50 per liter against projected reduction of Rs 12.37 per litre.

The HSD is widely used in agriculture and transport sectors. Therefore, partial reduction in its price was also a major relief for agriculture and transport sectors which would reflect in inflationary impact on the lives of the people. Petrol is used in motorbikes and cars and is an alternative of CNG.

The CNG stations in Punjab have been operating on imported LNG which is not available during the current season. Therefore, the demand of petrol will be higher during the month of December.

Kerosene oil is used in remote areas of Pakistan, especially the northern part of the country, where LPG or pipe gas was not available for cooking purpose.",451.0,214.8,227.8,Govt slashes petrol price by Rs 10 per litre,0.1,0.75,0.1,0.03,0.02,0.1,0.55,0.2,0.1,0.05,0.4,0.55,0.05,0.0,0.0,0.05,0.6,0.25,0.1,0.0,1.35,0.6,0.8799999999999999,0.55
49,2022-12-01,['https://tribune.com.pk/epaper/news/Karachi/2022-12-01/ZjVmYjc1ZWZlYjZiOTE5ZjljZGRmMGM4ZmY2ZTVlMDguanBlZw'],"Diesel rate should have been cut by Rs 11.95 per litre, but govt did not revise it

Finance Minister Ishaq Dar on Wednesday announced that the government was keeping prices of petrol and diesel unchanged effective from December 1, 2022.

The diesel price was supposed to be reduced by Rs11.95 per litre but the government's decision deprived consumers of a major relief.

The diesel price was left unchanged in a bid to raise the petroleum levy rate to collect more revenue from the oil consumers.

Diesel is a key product and is widely used in transport and agriculture sectors. A revision in its price has a direct bearing on the life of the common man. After the latest decision, the diesel price will continue to remain at Rs235.30 per litre.

The government has already increased the petroleum levy on petrol and high octane blending component (HOBC) to the budgeted level of Rs50 per litre.

On the other hand, the price of petrol should have gone up in line with the trend in international markets but the government decided not to revise it on Wednesday.

The finance minister announced a reduction of Rs 10 per litre in the price of kerosene oil and Rs7.50 per litre in the rate of light diesel oil (LDO).

Kerosene oil is used in remote areas for cooking purposes where pipeline gas and liquefied petroleum gas (LPG) are not available.

The kerosene oil price has come down from Rs191.83 to Rs181.83 per litre and the LDO price has dropped from Rs186.50 to Rs179 per litre.

The petrol price should have gone up by Rs2.62 to Rs227.42 per litre. However, the government decided to maintain its price at Rs224.80 per litre for the next two weeks.

Petrol is used by motorbikes and cars and is an alternative to the compressed natural gas (CNG).

Oil industry has recently protested against keeping petroleum prices artificially stable by reducing freight charges, margins and adjusting the exchange rate. It claimed that it had faced a loss of over Rs7 billion due to the government's move to keep oil prices low.

The Oil Companies Advisory Council (OCAC) said that prices of motor fuels had been left unchanged for the second fortnight of November 2022 despite the fact that the rates should have gone up based on the government's approved pricing formula.

Instead of passing on the increase or absorbing the impact of the increase by reducing the petroleum levy, the price components were unjustly reduced which included freight margins, exchange loss adjustment and denial to pass on increased margins of oil marketing companies (OMCs).

The oil industry body said that the inland freight equalisation margin (IFEM) was reduced by Rs3.21 and Rs2.72 per litre on motor spirit and high-speed diesel respectively.

It further said that the exchange loss adjustment was reduced by Rs3.01 and Rs2.11 per litre on motor spirit and diesel respectively.",481.0,224.8,235.3,Govt decides against POL price cut,0.0,0.05,0.1,0.7,0.15,0.0,0.05,0.1,0.55,0.3,0.0,0.0,0.45,0.5,0.05,0.02,0.13,0.2,0.4,0.25,-0.6,-0.73,-0.95,-1.0999999999999999
50,2022-11-16,['https://tribune.com.pk/epaper/news/Karachi/2022-11-16/NjI4MTEyOTI4MzJhNWM3NWY4NGMxNzVjYTgwODMyOTQuanBlZw'],"Fuel prices would remain unchanged for the second fortnight of the current month, Finance Minister Ishaq Dar announced on Tuesday.

Dar told a press conference that the government had decided not to make any changes in current prices of petroleum products for the next 15 days. Accordingly, the price of high speed diesel had been maintained at Rs 235.30 per liter, petrol Rs 224.80 per litre, kerosene oil Rs 191.83 per litre and light diesel at Rs186.50 per litre.

Petrol is an alternative of compressed natural gas (CNG), especially in Punjab. High speed diesel is normally used in transport and agriculture sectors. Therefore, any revision in its price would have a direct impact on the consumers.

Kerosene oil is used for cooking purposes in those areas of northern parts where the liquefied petroleum gas (LPG) was not available. The Pakistan Army also used kerosene oil in northern parts of the country. Light Diesel Oil is used in the industry.",159.0,224.8,235.3,Fuel prices remain unchanged for this fortnight,0.0,0.05,0.85,0.05,0.05,0.0,0.05,0.85,0.08,0.02,0.0,0.03,0.95,0.02,0.0,0.0,0.15,0.85,0.0,0.0,0.009999999999999998,0.15,-0.10000000000000002,-0.06999999999999999
51,2022-11-01,['https://tribune.com.pk/epaper/news/Karachi/2022-11-01/MTI1Yjg3NTYwMWQ0YzgzNWQ5MDg3NGQ4OTIwMjZlZTcuanBlZw'],"The federal government on Monday announced that prices of petroleum products would remain unchanged for the next fortnight - till Nov 15.

""The current prices will be maintained for the next 15 days,"" Finance Minister Ishaq Dar said during a press conference in Islamabad.

He said that the date to file income tax returns has been extended for a month as demanded by the business community and they can now be filled till Nov 30.

Dar said the government had also increased the threshold of LCs from. $50,000 to $100,000 which would clear further 1,365 cases. The implementation of the decision would begin Tuesday (today), he added.",107.0,224.8,235.3,Petroleum prices to remain unchanged,0.0,0.05,0.8,0.1,0.05,0.1,0.25,0.55,0.05,0.05,0.0,0.05,0.9,0.05,0.0,0.02,0.35,0.6,0.02,0.01,0.0,0.35,-0.15000000000000002,0.3
52,2022-10-16,['https://tribune.com.pk/epaper/news/Karachi/2022-10-16/NzUxNTE3ZWUwNTg4OWVmMGYyOGJiMmI0OWNkMWUzZTEuanBlZw'],"'Will not pass on minor cut in petrol price to consumers'  As the by-polls are being held on Sunday (today), the PML-N led coalition government on Saturday decided to keep the prices of petroleum products unchanged apparently in a bid to win the support of the voters and produce a ""feel-good effect"" to dilute the political noise being created by the PTI. Finance Minister Ishaq Dar, who is in the United States to hold important meetings with the global ending institutions, announced in a video statement that rates of oil would be maintained for the next fortnight - October 16 to 31. The finance minister had received a summary in Washington which was moved by the Oil and Gas Regulatory Authority (Ogra). Dar said in the video statement that he had consulted Prime Minister Shehbaz Sharif and decided to keep the oil prices unchanged.

According to recommendations, a minor reduction was suggested in the price of petrol whereas a proposal to increase the price of diesel, kerosene oil and light diesel oil (LDO) was on the cards.

Dar said the government would not pass on the recommended minor reduction in the price of petrol to the consumers.

According to the industry officials, a reduction in the price of petrol by around Rs 10 per litre was in the offing. However, an increase was suggested in the price of diesel by Rs11 per litre, kerosene oil by Rs 4.52 per litre and LDO by Rs7.48 per litre.

Meanwhile, the average rate of dollar also declined from Rs235.95 to Rs222.13 and its impact on oil prices had been worked out at Rs13.82 per litre.

The government had decided to maintain the existing price of petrol at Rs224.80 per litre, diesel Rs235.30 per litre, kerosene oil Rsi91.83 per litre and LDO Rs186.50 per litre.

As diesel in widely used in transport and agriculture sectors, fluctuation in its price has a direct impact on the life of consumers.

Petrol, which is used in motorbikes and cars, is an alternate for CNG. Due to the shortage of gas in Pakistan, especially in Punjab, the demand of petrol widely increased.

Kerosene, an alternate for LPG, is used in remote areas and is consumed for cooking purposes. The armed forces are also a main consumer of kerosene oil in northern parts of the country.

Earlier, the government had placed a major cut in the price of petroleum products by up to Rs 12.6 per litre effective from October 1.

The government, reportedly, is using the energy prices as a tool to win support of voters in the by-polls.

The National Electric Power Regulatory Authority (Nepra) had also decided to increase the power tariff by Rs3.21 per unit put a burden of Rs 94 billion on consumers. However, on Saturday, it claimed that there would be no increase in the existing rates.

This is stated to be a technical fraud as the past tariff increased on quarterly adjustment was going to end and the government would have to impose new tariff on the consumers on account of fourth quarterly adjustment.

Now, the existing tariff would continue but there will be an imposition of new tariff on the consumers to burden them with Rs94 billion.",536.0,224.8,235.3,Govt keeps petrol price unchanged,0.0,0.1,0.6,0.2,0.1,0.0,0.1,0.25,0.45,0.2,0.0,0.03,0.94,0.03,0.0,,0.1,0.15,0.37,,0.0,,-0.30000000000000004,-0.7500000000000001
53,2022-10-01,"['https://tribune.com.pk/epaper/news/Karachi/2022-10-01/NDFhZGM4MzM4MTdkYjEyYWViMDc2MjBiYjcyNDdhNjcuanBlZw', 'https://tribune.com.pk/epaper/news/Karachi/2022-10-01/Njg2Y2FiMDU4ZWFlMjQxZmVlMDY0ZjEzMGQwNTEzNmYuanBlZw']","In his maiden speech, Dar announces major relief

In his maiden press conference, Finance Minister Ishaq Dar on Friday announced to cut petroleum products prices by up to Rs12.6 per litre or 5.4% by making adjustments in taxes but still keeping those significantly lower than the International Monetary Fund requirement.

The decision is likely to provide a major relief to the inflation-stricken people who have been exposed to inflationary pressures, because of mismanagement of the exchange rate regime in addition to the global commodity prices impact.

The fresh price reduction is exclusive of any positive impact of the rupee strengthening that is expected to be felt in the next price determination.

The petrol price has been reduced to Rs224.80 per litre from Rs237.43 after a reduction of Rs12.63, said the finance minister. Effectively, the petrol prices, which is the most consumed petroleum item, have been reduced by 5.3%.

The initially proposed reduction was lower than what Ishaq Dar announced, as he created room for deeper cuts by lowering the petroleum levy rate by Rs5 to Rs32.42 per litre. The former finance minister, Miftah Ismail, had increased the petroleum levy rate to Rs37.42 last month when he was in fact required to set it to a maximum of Rs30 per litre. However, under the deal with the IMF, Pakistan was supposed to increase the petroleum levy to Rs 40 per litre on October 1st. Ishaq Dar has, for now, kept the taxes lower than the IMF deal in the hope to secure some concessions during his first visit to Washington this month.

Ishaq Dar told The Express Tribune that he would attend the annual meetings of the World Bank and the IMF. He is expected to take up the issue of getting concessions from the IMF in the aftermath of the devastating floods.

Ishaq Dar also said that the high-speed diesel price has been reduced by Rs12.13 per litre or 4.9%. It will now be sold at Rs235.30, down from the existing Rs247.43, the minister said. He increased the petroleum levy rate on high speed diesel to Rs 12.58 per litre  - up from Rs7.58.

Still, the rate is significantly lower than the requirement determined by the IMF to collect Rs855 billion in petroleum levy by gradually increasing these taxes to Rs 50 per litre on all petroleum and LPG products.

The new prices will come into effect at midnight tonight, the Finance Minister said.

Similarly, kerosene oil's new price will be Rs191.83 following Rs 10.19 or 5% reduction, said Dar.

Earlier, the kerosene oil was sold at Rs202 per litre. The government has kept the petroleum levy rate on kerosene oil at Rs15 per litre.

Dar said that light diesel oil's price will be Rs186.50 per litre after a decrease of Rs10.78 or 5.4%. The old price was Rs197.28 per litre. The government will charge Rs 10 per litre levy on light diesel oil.

Ishaq Dar said the decision to reduce the prices has been taken after a ""detailed discussion"" with Prime Minister Shehbaz Sharif.

The move will provide a major relief to the people who are bearing record fuel and electricity prices. One of the reasons behind the higher prices of these items is the irrational depreciation of the rupee against the US dollar till last week.

During this week, the rupee covered Rs11.20 a dollar or 4.7% of its lost value, without any improvement in the economic fundamentals. There are strong signals that commercial banks have heavily manipulated the dollar price for their vested interests. These banks made an undue profit of Rs27.7 billion during the April-June quarter of this year on account of foreign exchange earnings.

The State Bank of Pakistan has given show cause notices to these banks but is still shy of imposing heavy penalties, including a possibility to get the concerned officials of these banks sacked for manipulation of the currency that caused a national crisis-like situation.

The global crude oil prices are also on a downward trajectory and were traded at around $87 per barrel on Friday. Ishaq Dar is also expected to review the petroleum prices determination formula, which is currently tilted in favour of the oil marketing companies.",697.0,224.8,235.3,POL prices slashed by Rs 12.6 per litre,0.1,0.6,0.2,0.05,0.05,0.15,0.6,0.15,0.08,0.02,0.2,0.6,0.2,0.0,0.0,0.28,0.32,0.15,0.18,0.07,1.0,0.56,0.6499999999999999,0.78
54,2022-09-21,['https://tribune.com.pk/epaper/news/Karachi/2022-09-21/ZWRiZGJjOTg4N2E2MDg0NDVjNGI0MWVkY2M3NzYxNjIuanBlZw'],"The price of petrol apart from diesel has been jacked up by Rs1.45 per litre, according to the Ministry of Finance on Tuesday.

The rate of petrol has been increased to Rs237.43 from Rs235.98 per litre. However, there was no change in the price of diesel.

Further, the price of kerosene has been reduced by Rs8.30 to Rs202.02 per litre. Similarly, the price of light diesel oil has been reduced by Rs 4.26 to Rs197.28 per litre from Rs201.54.",79.0,237.43,247.43,Petrol price jacked up by Rs 1.45 per litre,0.0,0.05,0.1,0.6,0.25,0.1,0.25,0.4,0.2,0.05,0.0,0.0,0.25,0.65,0.1,0.0,0.4,0.5,0.1,0.0,-0.8500000000000001,0.30000000000000004,-1.05,0.14999999999999997
55,2022-09-01,"['https://tribune.com.pk/epaper/news/Karachi/2022-09-01/MzRkZTJiMzE3YTQ4NWU2NTU1MWM3OWZjZWNkZGY1MzcuanBlZw', 'https://tribune.com.pk/epaper/news/Karachi/2022-09-01/NjhjZmEwMDdiMTNmMzhiZmYxYTUzNGE2MzBlZmUyYjYuanBlZw']","Petroleum prices have been increased by nearly Rs 11 per litre

As the country reels through floods, the government on Wednesday dropped another petrol bomb, increasing the prices of petroleum products from September 1, despite the Oil and Gas Regulatory  Authority's (Ogra) proposal for a reduction.

The government has hiked the price of petrol by Rs2.07 per litre, high-speed  diesel Rs2.99 per litre, kerosene oil Rs 10.92 per litre and light diesel oil by Rs9.79 per litre.

Following the fresh increase in prices, petrol has gone up from Rs233.91 to  Rs235.98 per litre; high-speed diesel from Rs244.44 to Rs247.43 per litre; kerosene oil from Rs199.40 to Rs210.32 per litre and light diesel oil from Rs 191.75 to Rs 201.54 per litre. The finance ministry said in a statement that the government had considered the recommendations to make the partial increase in petroleum prices in line with the changes in international prices along with the fluctuation in the exchange rate.

The ministry also said that the petroleum levy had been kept minimum in order to provide relief to the consumers.

High-speed diesel is widely used in the agriculture and transport sectors, Since the country is already witnessing rising inflation and floods, the prices of commodities are likely to surge. The increase in high-speed diesel, therefore, directly hits the people and increases the inflationary impact.

Petrol is used in personal means of transport, While Compressed Natural Gas (CNG) is an alternative fuel, all CNG stations have been selling Liquefied Natural Gas (LNG) instead. Pakistan has not arranged LNG imports, therefore, there is a shortage at CNG stations as well. This leaves the public without any alternative fuel source.

Kerosene oil is widely used in remote areas of Pakistan, including places up north, where Liquefied Petroleum Gas (LPG) is not available for cooking. The Pakistan Army also uses kerosene oil in remote areas of the country. The massive increase in its price will add to the inflationary pressure on the poor who used it for cooking. """,334.0,235.98,247.43,Another petrol bomb dropped amid floods,0.0,0.05,0.1,0.5,0.35,0.0,0.01,0.1,0.45,0.44,0.0,0.0,0.05,0.35,0.6,0.0,0.01,0.09,0.35,0.55,-1.5499999999999998,-1.4400000000000002,-1.15,-1.32
56,2022-08-16,"['https://tribune.com.pk/epaper/news/Karachi/2022-08-16/NGQ2OTI2OTlhMGMyZjU0NzAxOTI3MmE4YTFjODRlMDcuanBlZw', 'https://tribune.com.pk/epaper/news/Karachi/2022-08-16/ZWZkZDI4MWYyYzRjOGJkYWI5ZjdiMzk3OWRmOTQyYTkuanBlZw']","Price of petrol increased by Rs 6.72 per litre  The government's move of jacking up the petrol price on Monday caught the people off guard, as it was expected that the rate would witness a significant decrease.

The price of petrol was increased by Rs 6.72 per litre and that of high speed diesel (HSD) was reduced by Rs 0.51 and kerosene oil by Rs1.67 per litre effective from August 16 (today).

The government increased the price of light diesel oil (LDO) by Rs 0.43 per litre.

Earlier, the coalition government had reduced the price of petrol by Rs3.05 per litre and that of LDO by Rso.12 per litre from August 1.

However, it had increased the price of HSD by Rs8.95 per litre and kerosene oil by Rs4.62 per litre effective from August 1, 2022.

With the latest announcement, the price of petrol has been increased from Rs227.19 per litre to Rs233.91 per litre; LDO from Rs191.32 to Rs 191.75 per litre while decreased that of HSD to Rs244.44 from Rs244.95 per litre.

The price of kerosene oil has come down to Rs 199.40 per litre from Rs201.07 per litre.

In the past, the sharp devaluation of the rupee against the dollar had also been a major factor in determining oil prices.

In recent days, the position of the rupee had strengthened against the dollar. Despite that, there had been an increase in the price of petrol. And, there had not been any major cut in the price of diesel which is widely used in agriculture and transport sectors in the country.

Price impact As the HSD is mainly used in agriculture and transport sectors, reduction in its prices will have a direct inflationary impact on the life of the masses. The farmers are already facing high prices of electricity and the reduction in price of HSD might cause some relief in the cost of doing business. The price of HSD is already at a high level. The fresh nominal reduction in its price may not have a major impact on the transport and agriculture sectors that are directly linked to activities of farmers and the people. Due to hike in the price of diesel, transport fares have already gone up, resulting in higher prices of commodities in the country. Petrol is used in motor bikes and cars. Its alternative is compressed natural gas (CNG). The CNG retail outlets in Punjab have been operating on imported liquefied natural gas (LNG) and the cost of it has gone up manifold due to Russia- Ukraine conflict. Even, Pakistan has been unable to secure LNG contracts on spot basis due to the highest-ever prices of commodities in the international market. Pakistan LNG Limited - a state run company - had failed to arrange the LNG cargoes even during the last winter season. Australia had been a major gas exporter. However, as its regulator put curbs on gas exports, further shortage of gas in the global market is expected. In this situation, Pakistan may not be able to secure contracts for the upcoming winter season. Therefore, the next winter will also be tough for the commuters. In this situation, the consumers in Punjab will be relying more on petrol and fresh increase in its price will have a negative impact on the life of those using motorcycles and cars in the province, experts added. Kerosene oil is used in remote areas, where the liquefied petroleum gas (LPG) was not available for cooking purposes. The army is a key user of kerosene oil in remote areas, like the northern areas. The poor population also uses this fuel in northern parts of Pakistan.",608.0,233.91,244.44,Govt's petrol-hike move catches people off guard,0.0,0.05,0.1,0.55,0.3,0.0,0.05,0.1,0.55,0.3,0.0,0.0,0.1,0.65,0.25,0.0,0.05,0.2,0.3,0.45,-1.15,-1.15,-1.0999999999999999,-1.0999999999999999
57,2022-08-01,"['https://tribune.com.pk/epaper/news/Karachi/2022-08-01/OTMwZDg3MmVmOGMzNjIwY2M5NjhhYTMyMzhmMmYzNmQuanBlZw', 'https://tribune.com.pk/epaper/news/Karachi/2022-08-01/OGRlODkzZWQ2ZGVmMGFiNzdiMWFiNGVhZDRhYjE4NzAuanBlZw']","Light diesel rate reduced fractionally, kerosene oil price increased

The government on Sunday reduced the price of petrol by Rs3.05 per litre and that of light diesel oil (LDO) by Rs 0.12 per litre from August 1 (today) but increased the price of high speed diesel (HSD) by Rs8.95 per litre and that of kerosene oil by Rs 4.62 per litre.

The decision followed up on Prime Minister Shahbaz Sharif's announcement on July 14 in which he announced a cut in the price of diesel by Rs 40.54 per litre in the wake of a major reduction in global oil prices from July 15. Shehbaz also announced a reduction of Rs18.50 per litre in the price of petrol.

At that time, Premier Shehbaz had promised to continue passing on the impact of reduction in the global oil prices to the consumers in Pakistan.

With the latest announcement, the price of petrol has been reduced from Rs230.24 to Rs227.19 per litre; LDO goes down from Rs191.44 to Rs 191.32 while the HSD goes up to Rs244.95 from Rs236 and kerosene oil Rs196.45 to Rs201.

The finance ministry said in a statement that government had decided to revise the existing oil prices following fluctuation in global oil prices and exchange rate variation. It added that new prices of petroleum products will be effective from August 1, 2022 (today).

Price impact

The HSD is mainly used in agriculture and transport sectors. Therefore, any increase in its prices will have direct inflationary impact on the life of the masses. The farmers are already facing high prices of electricity and the HSD might cause further hike in the cost of doing business, experts said.

They added that the additional increase in price of diesel will add miseries of the people and farmers in agriculture sectors. Due to hike in price of diesel, the transport fare might also go up, resulting in higher prices of commodities in the country.

The petrol is used in motorbikes and cars, Its alternate is compressed natural gas (CNG). The CNG retail outlets in Punjab have been operating on imported liquefied natural gas (LNG) and the cost of it have gone up manifold due to Russia-Ukraine conflict.

Pakistan had been struggling to strike LNG contracts on spot basis. However, the state-run LNG firm, the Pakistan LNG Limited (PLL) had been unable due to higher prices offered by traders and reluctance of traders to participate in bids of Pakistan, the experts have said.

""Therefore, the consumers in Punjab will be relying more on petrol,"" an expert said. ""The reduction in its price will also have healthy impact on the life of those using motorcycles and cars in the province,"" he added.

Kerosene oil is used in remote areas, where the Liquefied Petroleum Gas (LPG) was not available for cooking purpose. The army is a key user of kerosene oil in remote areas, like the northern areas. The poor population also use this fuel in northern parts of Pakistan.",496.0,227.19,244.95,"Petrol price slashed, diesel's jacked up",0.1,0.2,0.3,0.25,0.15,0.1,0.35,0.25,0.2,0.1,0.2,0.15,0.35,0.15,0.15,0.0,0.1,0.3,0.25,0.35,0.10000000000000009,-0.85,-0.15000000000000002,0.14999999999999997
