,date,link,word_count,inner_html,headline,petrol,hsd,openai_headline_very_positive,openai_headline_positive,openai_headline_neutral,openai_headline_negative,openai_headline_very_negative,openai_text_very_positive,openai_text_positive,openai_text_neutral,openai_text_negative,openai_text_very_negative,gemini_headline_very_positive,gemini_headline_positive,gemini_headline_neutral,gemini_headline_negative,gemini_headline_very_negative,gemini_text_very_positive,gemini_text_positive,gemini_text_neutral,gemini_text_negative,gemini_text_very_negative,openai_headline_overall_sentiment,gemini_headline_overall_sentiment,gemini_text_overall_sentiment,openai_text_overall_sentiment
31,2023-08-16,https://epaper.brecorder.com/2023/08/16/1-page/969776-news.html,287.0,"The caretaker government has announced an increase in the ex-depot price of petroleum products up to Rs 20 per litre with effect from August 16 to 31. In a late night announcement, the caretaker Prime Minister approved an increase in the ex-depot price of petrol by Rs 17.50 and high speed Diesel (HSD) by Rs 20 per litre for second half of August. In this respect Finance Division stated, “Petroleum price in the international market have increased during the last fortnight. At a result the consumer prices in Pakistan are also being revised”. The price of petrol has been increased by 6.4 percent from Rs272.95 to Rs 290.45 per litre and HSD price raised by 7.3 percent from Rs 273.40 to Rs 293.40 per litre. Over the past two weeks, refined product prices have risen by $13 per barrel to $111 per barrel, and petrol prices have climbed by $7 per barrel to $97 per barrel. The government had already hiked petrol and HSD prices by nearly Rs20 with effect from August 1, 2023. The petroleum levy (PL) rates on petrol and HSD have been kept unchanged till August 31; however, ex-refinery rates have been increased to Rs 218.32 per litre from Rs 202.32 per litre. The PL rate on HSD is Rs 50 per litre, sources said; however, no notification has been issued till filing of the story. The price of kerosene oil has also been increased from Rs 270.46 to Rs 287.96 per litre. The oil industry had estimated that the price of petrol may rise by Rs14 per litre and Rs24 per litre of HSD. The government also increased the price of LPG domestic and commercial cylinders for August by Rs 10 per kg.","Prices of petrol, diesel increased by upto Rs20",305.36,311.84,0.0,0.05,0.1,0.6,0.25,0.0,0.01,0.1,0.6,0.29,0.0,0.0,0.15,0.75,0.1,0.0,0.0,0.4,0.5,0.1,-1.05,-0.95,-0.7,-1.17
32,2023-08-02,https://epaper.brecorder.com/2023/08/02/1-page/968743-news.html,461.0,"The coalition government of Pakistan Muslim League-Nawaz (PML-N) has allowed a significant raise of nearly Rs20 per litre in the prices of petrol and high-speed diesel (HSD) with effect from August 1, 2023, owing to an increase in petroleum prices globally, Pakistan State Oil (PSO) exchange rate adjustment, and customs duty. The Oil and Gas Regulatory Authority (OGRA) has recommended increasing the ex-depot price of petrol and HSD by Rs37 per litre for the first half of August based at Rs55 per litre petroleum levy (PL) on petrol and Rs50 PL on HSD. No general sales tax (GST) has been incorporated in the prices. The Finance Division did not announce the fortnightly adjustment in the prices of petroleum products on Monday, as consultations continued till Tuesday morning. Explaining the delay, Finance Minister Ishaq Dar on Tuesday said that the government had checked the recommendations of the OGRA until the late hours of the night. “The basic reason for the delay in the announcement was that we were looking at different ways to reduce the prices,” Dar said. The finance minister announced an increase in the prices of petrol and HSD by Rs19.95 and Rs19.90 per litre, respectively. The price of petrol has soared to Rs272.95 per litre, while the HSD price reached at Rs273.40 per litre. This significant price surge is likely to hit the already burdened consumers hard. The OGRA accepted and computed PSO’s $ 10.4 per barrel weighted average premium, Rs2.64 per litre adjustment, 35 paisa incidental, and Rs16.5 per litre customs and regulatory duty with effect from August 1. The average exchange rate in the last 15 days was recorded Rs285.5 against the US dollar. The dealers’ commission has been fixed at Rs7 per litre and the Oil Marketing Companies (OMCs) margin is Rs6 per litre. The inland freight equalization margin (IFEM) has been declined by Rs1.36 per litre on HSD and fixed at Rs2.63 per litre on petrol. These are based on the provisional costs of PSO cargos completely discharged between July-16-31, whereas, the value of custom duty has been taken as communicated by OGRA. However, no HSD cargo was imported by PSO during the period. Last week, the Oil Companies Advisory Council (OCAC) had written letters to the OGRA asking to raise the price of the HSD by Rs10 to Rs12 per litre for the first half of August as it faced massive losses due to higher import costs and lower domestic prices. The minister said that the matter was then discussed with Prime Minister Shehbaz Sharif earlier today. He argued that there were commitments with the International Monetary Fund (IMF) regarding the petroleum levy, adding if there were no commitments they would have announced a smaller increase but everyone knew they had a standby agreement.","Govt hikes petrol and HSD prices, albeit ‘reluctantly’",290.45,293.4,0.0,0.05,0.1,0.55,0.3,0.0,0.05,0.1,0.45,0.4,0.0,0.0,0.2,0.6,0.2,0.0,0.0,0.3,0.45,0.25,-1.1,-1.0,-0.95,-1.2
33,2023-07-16,https://epaper.brecorder.com/2023/07/16/1-page/967408-news.html,191.0,"The federal government has reduced petroleum products prices by up to Rs9 per litre. In a televised press conference, Finance Minister Ishaq Dar announced the reduction in petroleum products prices, saying no changes have been made in Petroleum Levy (PL). The petroleum products prices will remain effective from 16 to 31 July, 2023. Dar said Rs9 per liter reduction has been made in petrol prices, while High Speed Diesel will witness Rs7 slash. After the new rates, petrol price will be 253 rupees per liter instead of 262 rupees per litre. High Speed Diesel price will be 253.50 rupees per liter instead of 260.50 rupees per litre. Dar said prices of one item witnessed increase while other decline during the last 15 days, however due to PKR appreciation against the dollar, it has been compensated and therefore petroleum products prices were decreased, he added. Dar further said the rate of Petroleum Development Levy will remain unchanged as one part of it was passed on from July 1, 2023. Prime Minister Shehbaz Sharif has directed to give maximum relief to consumers and therefore no changes have been made in PL, he added.","Petrol price slashed by Rs9, HSD’s by Rs7",272.95,273.4,0.1,0.6,0.25,0.04,0.01,0.1,0.6,0.25,0.03,0.02,0.55,0.35,0.1,0.0,0.0,0.2,0.55,0.25,0.0,0.0,0.74,1.4500000000000002,0.95,0.73
34,2023-07-02,https://epaper.brecorder.com/2023/07/02/1-page/966287-news.html,209.0,"Federal government on Friday announced to keep the price of petrol unchanged however High Speed Diesel (HSD) price has been raised by Rs7.50 per litre with effect from July 1, 2023. In a fortnightly review, the government decided to keep the price of petrol unchanged with effect from July 1-15. The price of HSD has been raise by Rs7.50 per litre against an estimated raise of Rs13.90 per litre. Finance Minister Ishaq Dar on Friday announced that the price of petrol would remain unchanged at Rs262 per litre while the price of HSD was raised by Rs7.5 per litre to Rs260.5 with effect from today (July 1). He did not announce any changes in the prices of kerosene and Light-Diesel Oil (LDO). He further explained that the Oil and Gas Regulatory Authority (OGRA) had reported an increase of $3.5 in diesel prices globally in the last few days and a similar upward trend were seen in petrol prices. However, minister said that OGRA had strived to pass on the minimum price raise to consumers as per the directives of Prime Minister Shehbaz Sharif therefore decided no increase in petrol price. The HSD is widely used in transport and agriculture sectors and revision in price of diesel results in inflation.",HSD’s price up by Rs7.50/litre,253.0,253.5,0.0,0.05,0.15,0.6,0.2,0.0,0.1,0.5,0.3,0.1,0.0,0.0,0.4,0.5,0.1,0.0,0.25,0.5,0.25,0.0,-0.95,-0.7,0.0,-0.4
35,2023-06-16,https://epaper.brecorder.com/2023/06/16/1-page/965185-news.html,191.0,"Federal government has decided to keep the prices of petroleum products unchanged till June 30 by slightly change ex-refinery prices and margins to oil companies ahead of Eid-ul-Adha. In a TV statement on Thursday, Finance Minister Ishaq Dar announced that prices of petrol and high speed diesel (HSD) will remain unchanged for the next fortnight. Ishaq Dar said that global oil prices rose slightly in last fortnight (June 1 to June 15), therefore, the government decided to maintain the prices at current level. The prices of petrol and high-speed diesel are Rs262 and Rs253 per litre, respectively. In two rounds, from May 16 to June 1, the price of diesel was reduced by Rs35 per litre while petrol rate fell by Rs20, he said. The finance minister refuted reports of an expected increase of Rs3.5 per litre in HSD. On Wednesday, the oil marketing companies estimated that the price of motor spirit (MS) would likely to decline by Rs1.90 per litre and HSD price might increase by Rs3.50 per litre, effective from June 16. The government is charging Rs50 per litre PL on petrol and HSD but zero rate of GST.",POL products’ prices kept unchanged,262.0,260.5,0.0,0.1,0.8,0.05,0.05,0.0,0.05,0.75,0.15,0.05,0.0,0.05,0.9,0.05,0.0,0.1,0.55,0.35,0.0,0.0,-0.05,0.0,0.75,-0.2
36,2023-06-01,https://epaper.brecorder.com/2023/06/01/1-page/963906-news.html,225.0,"Federal government on Wednesday reduced the prices of petroleum products up to RS 8 per litre, or 2.9 percent, with effect from June 1, 2023. Finance Minister Ishaq Dar announced on TV the new prices of petroleum products for next 15 days of June. Despite no significant change in exchange rate and global oil prices in May, the government still decided to reduce the price of petrol by Rs 8 per litre, high speed diesel (HSD) and light diesel oil (LDO) price by Rs 5 per litre. However, the rate of kerosene oil (SKO) was kept unchanged. The new price of petrol is now Rs 262 from Rs 270 per litre, the rate of HSD is also came down by 1.9 percent from Rs 258 to Rs253 per litre, the price of LDO is also reduced by 3.2 percent to Rs 147.68 from Rs 152.68 per litre. The price of SKO is at Rs 164.07 with no change. The government is charging Rs 50 per litre petroleum levy (PL) at maximum limit on petrol and HSD to generate budgeted Rs 855 billion in current fiscal year. Since May 16, 2023, Ishaq Dar said, the price of HSD has been reduced by Rs 35 per litre, Rs 20 per litre in petrol, Rs 12 in SKO and Rs 17 per litre in the rate of LDO.","Price of petrol cut by Rs8, diesel’s by Rs5",262.0,253.0,0.05,0.6,0.3,0.03,0.02,0.1,0.6,0.25,0.04,0.01,0.05,0.6,0.35,0.0,0.0,0.05,0.65,0.28,0.02,0.0,0.63,0.7,0.73,0.74
37,2023-05-16,https://epaper.brecorder.com/2023/05/16/1-page/962508-news.html,288.0,"Federal government on Monday decided to slash the ex-depot price of high speed diesel (HSD) by Rs 30 per litre, and Rs 12 per litre on other petroleum products for next fortnight with effect from May 16 to May 31. The government has kept petroleum levy (PL) on petrol and HSD at maximum limited of Rs 50 per litre; however, it reduced the PL rates on kerosene oil (SKO) and light diesel oil (LDO) to provide maximum relief to masses. The PL on SKO has been fixed at 19 paisa from Rs 24.65 and Rs 7.18 per litre PL on LDO. Finance Minister Ishaq Dar in his televised statement announced that the Prime Minister and his government are striving to provide maximum relief to the masses on the basis of decrease in the prices of petroleum products in the international market. Dar added that in the next fortnight (May 16-31), the price of petrol is reduced by Rs 12 per litre to Rs 270 per litre from Rs 282. The rate of HSD is reduced by Rs 30 per litre to Rs 258 per litre from Rs 288 per litre. He maintained that SKO is reduced by Rs 12 per litre to Rs 164.07 from Rs 176.07, while LDO by Rs 12 to Rs 152.68 from Rs 164.68 per litre. He urged the transporters to pass on the relief to the masses. He said that transporters are requested to pass on direct and indirect relief to the people in the form of fare and transportation of essential commodities such as vegetables and other food items. The price of petrol has been reduced by 4percent, HSD by 10 percent, kerosene oil by 6 percent, and LDO by 7 percent.","Petrol price slashed by Rs12, HSD’s by Rs30",262.0,253.0,0.1,0.6,0.2,0.05,0.05,0.1,0.65,0.2,0.04,0.01,0.35,0.6,0.05,0.0,0.0,0.1,0.75,0.15,0.0,0.0,0.6499999999999999,1.2999999999999998,0.95,0.79
38,2023-05-01,https://epaper.brecorder.com/2023/05/01/1-page/961249-news.html,303.0,"Federal government decided on Sunday to keep unchanged the price of petrol, while reducing the price of high speed diesel (HSD) by Rs 5 per litre with effect from May 1, 2023. Finance Minister Ishaq Dar announced on Sunday that government decided not to increase the price of petrol; however, the prices of HSD, kerosene oil (SKO) and light speed diesel (LDO) would be reduced with effect from May 1-15. The prices of SKO and LDO have been reduced by Rs 10 per litre. The price of petrol is Rs 282 per litre, the price of HSD is now reduced from Rs 293 to Rs 288 per litre; LDO price is reduced from Rs 174.68 to Rs 164.68 per litre and SKO rate is reduced from Rs 186.07 to Rs 176.07 per litre. “In fortnightly review of petroleum products, government has decided to revise the existing prices of petroleum products,” Finance Ministry issued a statement. Over the past year, the price of HSD has been raised by 102 percent and petrol by 81 percent, according to the Sensitive Price Indicator (SPI) released by Pakistan Bureau of Statistic (PBS). The depreciation of the Pakistani rupee against the US dollar is major factor contributing to the surge in petroleum prices in domestic market. The local currency has fallen by 52 percent to Rs 283.47 to the dollar by April 20, 2023, compared to PKR 185.92 on the same day a year ago. The government is charging Rs 50 per litre on petrol and HSD to meet the condition of IMF. However, government remained unsuccessful in imposing general sale tax (GST) on petroleum products due to higher prices and low consumption. It has been estimated that government may face a shortfall of Rs 300 billion against budgeted PL target of Rs 750billion in current fiscal year.","Govt keeps petrol price unchanged, cuts HSD’s by Rs5",270.0,258.0,0.1,0.4,0.3,0.15,0.05,0.03,0.2,0.4,0.25,0.12,0.1,0.55,0.35,0.0,0.0,0.0,0.3,0.25,0.35,0.1,0.35,0.75,-0.25,-0.2299999999999999
39,2023-04-16,https://epaper.brecorder.com/2023/04/16/1-page/960203-news.html,304.0,"The government has jacked up the prices of petrol and kerosene oil by Rs 10 per litre and Rs 5.78 per litre with effect from April 16, 2023 in a fortnightly review of petroleum prices. In a television statement, Finance Minister Ishaq Dar said the federal government is compelled to increase the prices of petroleum products due to raise in Brent oil prices internationally in last 15 days besides the rupee depreciation against the dollar. The Oil and Gas Regulatory Authority (Ogra) had recommended a significant increase, the minister said, but the federal government did not pass on the full impact to masses. The government, however, decided to keep the prices of HSD and light diesel oil (LDO) unchanged for second half of April. The government is charging Rs 50 per liter petroleum levy (PL) on both petrol and high speed diesel (HSD) and zero general sale tax (GST) to meet one of the conditions of the IMF. The new ex-depot price of petrol will be now be Rs 282 per litre instead of Rs 272 per litre following increase of Rs 10 per litre. The price of kerosene oil has also been raised by Rs 5.78 per litre. The new price of kerosene oil is Rs 186.07 from Rs 180.29 per litre. Sources in the Petroleum Division said the petrol price was estimated to be raised by Rs 14 per litre and HSD by Rs 15 per litre for the next fortnight. Sources added that the raise in the price of petrol is based on Rs 6 per litre exchange loss adjustment of Pakistan State Oil (PSO) and Rs 4 per litre hike due to raise in Brent oil price. The price of HSD has been kept unchanged as storages of refineries are full and ample supply of Iranian diesel in the market.",Petrol price hiked by Rs10 per litre,282.0,288.0,0.0,0.05,0.15,0.5,0.3,0.0,0.05,0.3,0.5,0.15,0.0,0.0,0.15,0.6,0.25,0.0,0.1,0.4,0.45,0.05,-1.05,-1.1,-0.45,-0.75
40,2023-04-01,https://epaper.brecorder.com/2023/04/01/10-page/958979-news.html,242.0,"The federal government on Friday kept the prices of petrol and high-speed diesel (HSD) unchanged for the first fortnight of April. The prices of kerosene oil (KERO) and light diesel oil (LDO), however, have been reduced by Rs10 per litre for the period April 1-15, 2023. The price of KERO has been reduced from Rs190.29 per litre to Rs180.29 per litre and LDO’s price has come down to Rs174.68 from Rs184.68 per litre. The Oil Marketing Companies (OMCs) had estimated a substantial reduction in ex-depot fuel prices by up to Rs14 per litre based on the rate of petroleum levy (PL) and general sales tax (GST) applicable during the second half of March. The OMCs had estimated that Rs3.50 per litre reduction in petrol price. The price of HSD was likely to come down by Rs14 per litre. Similarly, price of KERO was estimated to have climbed down by Rs13 per litre and LDO price by Rs10 per litre. The government has been charging Rs50 per litre PL on petrol since November 2022. With effect from March 16, 2023, the federal government had allowed Pakistan State Oil (PSO) an exchange rate adjustment of Rs24.67 per litre on HSD and Rs6.30 per litre on petrol. The petroleum levy,(PL) rate on HSD has been increased by Rs 5 per litre. The PL rate is now Rs 50 per litre on HSD, Rs 2.83 per litre on KERO and Rs 13.78 per litre on LDO.",POL products’ prices kept unchanged,282.0,293.0,0.0,0.1,0.7,0.15,0.05,0.05,0.3,0.5,0.1,0.05,0.005,0.02,0.95,0.02,0.005,0.0,0.05,0.35,0.4,0.2,-0.15,1.734723475976807e-18,-0.75,0.1999999999999999
41,2023-03-16,https://epaper.brecorder.com/2023/03/16/1-page/957413-news.html,351.0,"The federal government Thursday allowed a substantial raise in the prices of petroleum products, ie, up to Rs 13 per litre with effect from March 16-31. In a fortnight review of petroleum products, the price of petrol has been raised by Rs 5 per litre. After the increase, the new price is Rs 272 per litre. Petroleum Levy (PL) on petrol is at maximum level of Rs 50 per litre. The price of high speed diesel (HSD), which has inflationary impact, has also been increased by Rs 13 per litre. The price of HSD is now Rs 293 per litre which was Rs 280 in first half of March. The government has raised PL on HSD by Rs 5 per litre from Rs 45 to Rs 50 per litre, sources in Petroleum Division said. However, no notification has been issued till filing of this report. The price of kerosene oil (KERO) has also been increased by Rs 2.56 per litre, ie, from Rs 187.73 to Rs 190.29 per litre. However, the price of light diesel oil (LDO) has been kept unchanged. In a statement, the Finance Division states that in the last fortnight, Platts Singapore prices registered an increase. This along with a depreciation of Pak rupee has resulted in an increase of POL products’ prices. The increase in price of kerosene oil has been kept at Rs 2.56 per litre by reducing government dues on it. Price of LDO has been kept constant by adjusting government dues as well. On Wednesday, Oil Marketing Companies (OMCs) had estimated that the Pakistan State Oil (PSO) has asked for exchange rate adjustment of Rs5 per litre on petrol and Rs11 on HSD with effect from March 16-31. The US dollar against Pakistan rupee went up by Rs15.97 in the last 15 days, ie, from Rs262.14 to Rs278.11. The average Brent Oil price was around $72 per barrel. The OMCs also worked out the price of KERO, saying it should be raised by Rs11 per litre, ie, from Rs187.73 to Rs199.47 and LDO by Rs2.28 per litre, ie, from Rs262.14 to Rs278.11 per litre.",Fuel prices increased,272.0,293.0,0.0,0.05,0.1,0.6,0.25,0.0,0.02,0.15,0.6,0.23,0.0,0.0,0.7,0.25,0.05,0.0,0.02,0.28,0.5,0.2,-1.05,-0.35,-0.88,-1.04
42,2023-03-01,https://epaper.brecorder.com/2023/03/01/1-page/956176-news.html,287.0,"new price of petrol is Rs 267 instead of Rs 272 per litre. The rate of Petroleum levy (PL) on petrol is Rs 50 per litre. The ex-depot price of petrol supposed to be reduced by Rs 7 per litre according to oil marketing companies estimates. The government kept the price of HSD unchanged by adjusting the PL rate, sources said. The price of HSD was supposed to be reduced by Rs 20 per litre but to meet one of the conditionalities of IMF, the government did not pass on the relief to public transporters and agriculturalists. No notification has been issued the new PL rate on HSD till filing of the story. Through a televised press statement, Finance Minister Ishaq Dar announced the new petroleum prices. Talking about other petroleum products, he said light diesel oil (LDO) price has been reduced to Rs184.68 per litre after a slash of Rs 12 per litre. Kerosene oil price after a reduction of Rs 15 per litre has been fixed at Rs 187.73 per litre from Rs 202.73 per litre. Finance minister said that the new prices would be applicable from 12 pm. Diesel, widely used in the agriculture and transport sectors, has a monthly consumption of over 500,000 metric tonnes. The price unchanged; however, is most likely to affect farmers entering crop sowing season – during which ordinarily consumption increases. It has been learnt that government has increased PL on HSD by Rs 5 per litre from Rs 40 to Rs 45 per litre and also allowed PSO an exchanged adjustment of Rs 27.83 per litre. Whereas, PSO has given an exchange rate adjustment of Rs 15.75 per litre with effect from March 1.—WASIM IQBAL & ZAHEER ABBASI",Petrol price reduced by Rs5; diesel’s remains unchanged,272.0,293.0,0.1,0.6,0.25,0.03,0.02,0.05,0.2,0.4,0.25,0.1,0.05,0.6,0.35,0.0,0.0,0.0,0.1,0.25,0.45,0.2,0.73,0.7,-0.7500000000000001,-0.15
43,2023-02-16,https://epaper.brecorder.com/2023/02/16/1-page/955163-news.html,251.0,"The federal government Wednes-day increased the prices of petroleum products up to 8.8 percent with effect from February 16, 2023. The price of petrol has been hiked up by Rs 22.20 per litre from Rs 249.80 to Rs 272 per litre. The rate of high speed diesel (HSD) has also been increased by 6.5 percent from Rs 262.80 to Rs 280 per litre or Rs 17.20 per litre raise. The rate of kerosene oil (SKO) has been revised upward by 6.7 percent (Rs 12.90 per litre) from Rs 189.83 to Rs 202.73 per litre and light diesel oil (LDO) price has been increased by Rs 9.68 per litre (5.1 percent) from Rs 187 to Rs 196.68 per liter. The prices of petrol and HSD in the international market have decreased but the steep depreciation of the rupee against the US dollar forced the government to adjust the exchange rate. “Increase in price is due to Pakistani rupee depreciation applicable for the calculation of current pricing period,” the press release said, adding that the prices would be effective from February 16 (Thursday). On January 29, 2023, the government increased the prices of petrol and HSD by Rs 35 per litre each and the rates of kerosene oil and LDO were increased by Rs 18 per litre each. Finance Minister Ishaq Dar tabled a crucial bill in the parliament aimed at fulfilling the IMF conditions which propose increasing general sales tax (GST) from 17 to 18 percent on petroleum products and other items.",POL products’ prices jacked up,267.0,280.0,0.0,0.05,0.1,0.5,0.35,0.0,0.05,0.15,0.5,0.3,0.0,0.0,0.1,0.65,0.25,0.0,0.0,0.55,0.35,0.1,-1.15,-1.15,-0.55,-1.05
44,2023-02-01,https://epaper.brecorder.com/2023/01/30/1-page/953719-news.html,541.0,"ABBASI & SOHAIL SARFRAZ ISLAMABAD: The government has announced to increase the prices of petroleum products by Rs 35 (petrol, diesel) and Rs 18 per litre (kerosene oil, light diesel) with decision to immediately implement the increase few minutes after their announcement by finance minister Ishaq Dar. Finance Minister in a press statement issued through state-owned news channel stated that devaluation of rupee and 11 percent increase in petroleum prices in the international market were taken into consideration to increase the prices of petroleum products. Dar said it was decided to increase the price of petrol and diesel by Rs 35 and the price of kerosene oil and light diesel oil by Rs 18 per litre. Dar stated that the after the increase in petroleum prices, the price of petrol is Rs 249.80, High speed diesel Rs 262,80, Kerosene oil Rs 189.83 and light diesel oil Rs 187 per litre. He said that immediate action taken on the recommendation of the Oil and Gas Regulatory Authority (Ogra) would help counter the artificial shortage of petroleum prices reported in some part of the country. He said there were reports of artificial shortage in some areas; therefore, Ogra recommended that prices to be immediately implemented. He said that last week, the value of Pakistani rupee has decreased significantly, but the government has not increased the price of petrol from October to January 29 instead the prices were reduced. Sources in the finance ministry said that the government has increased petroleum levy on high speed diesel from Rs 35 on per litre to Rs 40 whereas PL on kerosene was decreased to Rs 0.32 per litre from Rs 6.22 per litre and light diesel oil were reduced to Rs27.25 from Rs30.45. Federal government decided to increase the petroleum levy (PL) on HSD by Rs 5 per litre to meet a monthly target of Rs 32 billion. The PL rate on kerosene oil and light diesel oil whose consumption was increased significantly in the winter have been reduced by Rs 5.9 per litre and fixed at 32 paisa and LDO Rs 30.45 to Rs 27.25 per litre or Rs 3.2 per litre. Sources in Petroleum Division said that based at the consumption in last six month, the government is expecting to generate through PL, Rs 160-170 billion in next five months (end of June 2023). The raise in ex-depot price will further reduce the sale/ consumption of petroleum products. Oil Companies Advisory Council (OCAC)’s data shows that the sale of petroleum products in last six months of financial year 2022-23 compared with corresponding year HSD imports was down by 38 percent to 1.285 million tons and petrol imports down by 27 percent to 2.624 million tons. When contacted a senior FBR official told Business Recorder that the sales tax has not been imposed on petroleum products. Sales tax rates remained zero percent on POL items. In this regard, Revenue Division has moved a summary to Finance Minister Ishaq Dar for imposing a lower rate of sales tax on all petroleum products, but the FBR’s proposal was rejected by the Finance Minister. Therefore, the FBR has not issued any notification. The FBR wanted to gradually raise the sales tax rate of petroleum products, the official added.",IMF conditionalities,272.0,280.0,0.0,0.05,0.4,0.35,0.2,0.0,0.05,0.4,0.4,0.15,0.0,0.0,0.05,0.5,0.45,,0.05,0.35,0.45,,-0.7,-1.4,,-0.6499999999999999
45,2023-01-16,https://epaper.brecorder.com/2023/01/16/1-page/952522-news.html,412.0,"Federal government has kept the prices of all petroleum products unchanged by adjusting rates of petroleum levy (PL) with effect from January 16. On Sunday, Finance Minister Ishaq Dar said that petroleum prices would be “maintained as they are” as no changes would be seen in second half of January. The current Petrol price is Rs 214.80 per litre, high speed diesel (HSD) is being sold for Rs227.80 per litre. Kerosene oil (SKO) is currently priced at Rs171.83 per litre and light diesel oil (LDO) is presently priced at Rs179 per litre. Some media reports claim that country is facing oil crisis threat as commercial banks have refused to open and confirm Letters of Credit (LCs) for the import of POL products. The Oil Companies Advisory Council (OCAC) had asked the finance secretary and the State Bank of Pakistan (SBP) towards the emerging situation on Saturday. In a letter to the finance secretary, the OCAC had pointed to the challenges being faced by oil companies in this respect. On Sunday, Oil and Gas Regulatory Authority strongly rebutted the speculations on Petrol/diesel shortages. The regulator issued a statement on the current stock of oil and gas in the country. It says useable stocks in the country are good enough for 17 days of Petrol and 32 days of Diesel. “Furthermore, ships carrying 80,000MT petrol (MS) and 90,000 MT HSD (Diesel) are at berth/ outer anchorage. The local refineries are also operational and playing their due role in meeting demand of petroleum products”, it says. The OCAC says, “If LCs are not established on a timely basis, critical imports of petroleum products will be impacted, which may lead to a fuel shortage in the country,”. According to an estimate, the price of petrol was expected to go up by Rs8.98 per litre while the price HSD might rise by Rs1.06 per litre in the fortnightly revision of petroleum product prices with effect from January 16 In the second half of January 16-31, the government decided to keep charging consumers Rs50 per litre PL on petrol and raised the PL rates from Rs32.50 to Rs 35 per litre (Rs 2.50 per litre) on HSD. The rates of PL on kerosene oil are fixed at Rs 6.22 per litre and Rs 30.45 per litre on LDO. The government is expecting to raise estimated Rs 36 billion in 15 days from PL on petroleum products. However, no general sales tax is on the sale of petroleum products.",Fuel prices kept unchanged amid speculation,249.8,262.8,0.0,0.1,0.6,0.25,0.05,0.0,0.1,0.55,0.25,0.1,0.0,0.05,0.95,0.0,0.0,0.0,0.3,0.25,0.35,0.1,-0.2499999999999999,0.05,-0.25,-0.35
46,2023-01-01,https://epaper.brecorder.com/2023/01/01/1-page/951285-news.html,200.0,"Finance Minister Ishaq Dar has announced that the government has decided to maintain the existing prices of petroleum products for next 15 days. The finance minister in a media statement on Saturday said the Ogra has recommended an increase of Rs8.76 kerosene per liter in kerosene oil price and Rs7.73 per liter in light diesel price. He added that the Ogra proposal was to increase kerosene oil price from Rs171.80 to Rs180.56 per liter and light diesel price from Rs169 to Rs176.73 per liter. However, he said that the prime minister has directed the government to adjust the increase in petroleum levy of these two products due to weather situation to maintain the existing price. He said that it has also been to maintain the existing prices of diesel and petrol Rs227.80 and Rs214.80 per liter respectively. He said that from 1st January to 15th January 2023 existing prices of petroleum products would remain unchanged and as kerosene oil is being used by the low-income group and light diesel oil is being used by the tube wells. He said that there was an upward movement in the prices of petroleum products in the international market for the last few days.",POL products’ prices kept unchanged,214.8,227.8,0.0,0.1,0.7,0.15,0.05,0.0,0.1,0.7,0.15,0.05,0.0,0.03,0.94,0.03,0.0,0.15,0.35,0.45,0.03,0.02,-0.15,0.0,0.58,-0.15
47,2022-12-16,https://epaper.brecorder.com/2022/12/16/1-page/949973-news.html,226.0,"Finance Minister Ishaq Dar has announced reduction in petroleum products’ prices on Thursday for the second fortnight of the ongoing month (from 16th December to 30th December. In a televised address, finance minister said prime minister wanted the maxim relief should be provided to the people by passing in prices decrease. He said petrol price has been reduced to 214.80 from Rs 224.80 after decrease of Rs 10 per litre, high speed diesel to Rs 227. 80 from Rs 235.30 after a cut of Rs 7.50 per litre, Kerosene oil price has been reduced to Rs171.83 from Rs181.83 after a reduction of Rs 10 per litre and light diesel oil new prices will be Rs 169 from Rs 179 after a cut of Rs 10 per litre. He said from first October onward total reduction in the prices during the last three was Rs 22.63 in petrol, high speed diesel Rs 19.63, light speed diesel prices Rs 28.28 and kerosene oil Rs 30.19. The government decided to reduce the prices on recommendations of oil and gas regulatory authority (OGRA) and adjusted petroleum levy on the petroleum products. Government had kept the petrol and High-Speed (HSD) Diesel prices in Pakistan unchanged during the last fortnight, except Light Diesel Oil (LDO) and Kerosene, which witnessed a cut of Rs 10 per litre and Rs 7.5 per litre, respectively.","Cut in prices of petrol, diesel announced",214.8,227.8,0.1,0.5,0.3,0.08,0.02,0.1,0.65,0.2,0.03,0.02,0.05,0.4,0.55,0.0,0.0,0.15,0.65,0.2,0.0,0.0,0.5800000000000001,0.5,0.95,0.78
